"Date","Purchase_order_ID","Product_ID","Product_Name","Category1","Category2","Quantity","Unit_of_Measure","Unit_Price","Value","Supplier","Rabat","Type_order","Seasonality","Transport_Cost","Delivery_Expected","Delivery_Reality","Timeliness","Currency","Umowa_ramowa","Notes"
"10/27/2025","PO-000879","P-0027","IKEA Office chairs Model 477","Office","Office chairs","50","szt.","1972.3","98615.0","SafeGear Sp. z o.o.","0.00%","awaryjne","Q4","6000.0","11/6/2025","11/6/2025","0","PLN","nie",""
"4/29/2025","PO-000880","P-0125","Profim Office chairs 680","Office","Office chairs","50","szt.","2067.69","103384.5","AutoServ Sp. z o.o.","2.82%","produkcjne","Q2","128.93","5/4/2025","5/4/2025","0","PLN","tak",""
"3/21/2024","PO-000881","P-0025","BIC Pens Model 740","Office","Pens","50","szt.","4-Feb","201.0","LogiTrans S.r.l.","1.98%","produkcjne","Q1","19.98","3/26/2024","3/29/2024","3","EUR","tak",""
"4/20/2025","PO-000882","P-0286","Dell Monitors 193","IT","Monitors","50","szt.","869.26","43463.0","EuroSupply GmbH","0.00%","katalogowe","Q2","733.75","4/28/2025","4/30/2025","2","EUR","nie",""
"12/1/2023","PO-000883","P-0168","Dell Monitors 143","IT","Monitors","20","szt.","2439.87","48797.4","SafeGear Sp. z o.o.","0.00%","ofertowe","Q4","1805.35","12/13/2023","12/13/2023","0","PLN","nie",""
"5/27/2025","PO-000884","P-0091","Dell Laptops Model 530","IT","Laptops","50","szt.","8025.59","401279.5","PaperMax GmbH","4.58%","produkcjne","Q2","6000.0","6/2/2025","5/31/2025","-2","EUR","tak",""
"2/5/2025","PO-000885","P-0006","Siemens Sensors Model 208","Production","Sensors","10","szt.","1366.95","13669.5","EuroSupply Sp. z o.o.","0.00%","katalogowe","Q1","218.96","2/18/2025","2/25/2025","7","PLN","nie",""
"8/13/2024","PO-000886","P-0013","Honeywell Safety glasses 887","BHP","Safety glasses","200","szt.","124.44","24888.0","IndustrialCo SARL","4.57%","produkcjne","Q3","902.15","8/29/2024","9/6/2024","8","EUR","nie",""
"2/27/2024","PO-000887","P-0279","Ansell Gloves Model 841","BHP","Gloves","1","para","41.38","41.38","EuroSupply SARL","0.00%","ramowe","Q1","Apr-18","3/7/2024","3/7/2024","0","EUR","tak",""
"10/10/2025","PO-000888","P-0204","Honeywell Safety glasses 178","BHP","Safety glasses","10","szt.","97.12","971.2","ITDistrib Sp. z o.o.","0.00%","ofertowe","Q4","17.86","10/22/2025","10/22/2025","0","PLN","nie",""
"2/2/2025","PO-000889","P-0273","Castrol Oils 122L","Automotive","Oils","5","L","36.31","181.55","OfficeLine Sp. z o.o.","1.26%","produkcjne","Q1","16.99","2/3/2025","2/3/2025","0","PLN","tak",""
"1/20/2025","PO-000890","P-0281","Bosch Tools 232","Production","Tools","2","szt.","101.09","202.18","AutoServ GmbH","4.54%","produkcjne","Q1","Nov-66","1/27/2025","1/27/2025","0","EUR","tak",""
"1/3/2024","PO-000891","P-0106","Milwaukee Tools 577","Production","Tools","100","szt.","1037.02","103702.0","LogiTrans BV","1.16%","produkcjne","Q1","253.18","1/7/2024","1/7/2024","0","EUR","tak",""
"9/16/2025","PO-000892","P-0148","REX Screws Model 462","Production","Screws","50","szt.","Jan-63","81.5","PaperMax Sp. z o.o.","0.00%","katalogowe","Q3","Jun-37","9/25/2025","9/25/2025","0","PLN","nie",""
"8/17/2025","PO-000893","P-0064","HP Printers 275","IT","Printers","2","szt.","3796.37","7592.74","OfficeLine Sp. z o.o.","3.48%","produkcjne","Q3","315.05","8/18/2025","8/18/2025","0","PLN","tak",""
"9/8/2025","PO-000894","P-0071","Samsung Monitors Model 493","IT","Monitors","10","szt.","502.78","5027.8","OfficeLine Sp. z o.o.","3.43%","produkcjne","Q3","32.16","9/10/2025","9/8/2025","-2","PLN","nie",""
"7/17/2025","PO-000895","P-0048","BIC Pens Model 308","Office","Pens","20","szt.","1-Jul","34.0","IndustrialCo Sp. z o.o.","4.58%","produkcjne","Q3","Jan-93","7/23/2025","7/31/2025","8","PLN","tak",""
"11/17/2024","PO-000896","P-0095","Microsoft Software Model 978","IT","Software","50","licencja","8888.08","444404.0","OfficeLine Sp. z o.o.","0.00%","awaryjne","Q4","3577.62","11/18/2024","11/18/2024","0","PLN","nie",""
"1/19/2025","PO-000897","P-0098","Xerox Toner Model 461","Office","Toner","2","szt.","864.34","1728.68","IndustrialCo Ltd","2.90%","produkcjne","Q1","129.58","1/30/2025","1/30/2025","0","EUR","nie",""
"9/14/2024","PO-000898","P-0216","Bosch Tools 540","Production","Tools","5","szt.","911.93","4559.65","IndustrialCo BV","2.87%","awaryjne","Q3","205.9","9/16/2024","9/16/2024","0","EUR","nie","urgent"
"9/15/2025","PO-000899","P-0041","Mahle Filters 384","Automotive","Filters","10","szt.","79.62","796.2","LogiTrans Ltd","4.60%","produkcjne","Q3","51.3","9/23/2025","9/23/2025","0","EUR","tak",""
"10/14/2024","PO-000900","P-0008","SKF Bearings Model 874","Automotive","Bearings","1","szt.","214.24","214.24","IndustrialCo Ltd","1.16%","produkcjne","Q4","19-Jun","10/21/2024","10/22/2024","1","EUR","tak",""
"5/25/2024","PO-000901","P-0058","Xerox Toner 562","Office","Toner","1","szt.","957.94","957.94","OfficeLine Sp. z o.o.","0.00%","katalogowe","Q2","25.16","5/28/2024","5/28/2024","0","PLN","nie",""
"12/14/2023","PO-000902","P-0091","Dell Laptops Model 530","IT","Laptops","200","szt.","7036.65","1407330.0","AutoServ Sp. z o.o.","4.59%","ramowe","Q4","6000.0","12/20/2023","12/20/2023","0","PLN","nie",""
"10/27/2024","PO-000903","P-0214","BIC Pens 568","Office","Pens","2","szt.","0.82","Jan-64","AutoServ SARL","1.88%","produkcjne","Q4","0.09","11/9/2024","11/9/2024","0","EUR","tak",""
"8/18/2025","PO-000904","P-0324","Brother Toner Model 570","Office","Toner","200","szt.","631.27","126254.0","OfficeLine Sp. z o.o.","1.56%","produkcjne","Q3","214.34","8/19/2025","8/19/2025","0","PLN","tak",""
"8/26/2025","PO-000905","P-0214","BIC Pens 568","Office","Pens","5","szt.","0.78","3-Sep","AutoServ SARL","4.58%","produkcjne","Q3","0.44","9/9/2025","9/13/2025","4","EUR","nie",""
"12/20/2023","PO-000906","P-0099","NTN Bearings 561","Automotive","Bearings","5","szt.","271.5","1357.5","IndustrialCo Sp. z o.o.","2.87%","produkcjne","Q4","89.8","12/29/2023","1/8/2024","10","PLN","tak",""
"5/21/2025","PO-000907","P-0167","Profim Office chairs 367","Office","Office chairs","10","szt.","2283.28","22832.8","IndustrialCo Ltd","2.40%","awaryjne","Q2","527.93","5/29/2025","5/29/2025","0","EUR","nie",""
"10/24/2024","PO-000908","P-0030","Xerox Paper 153 op.","Office","Paper","5","op.","52.73","263.65","TechParts Ltd","4.56%","produkcjne","Q4","Dec-58","10/27/2024","11/6/2024","10","EUR","tak",""
"2/5/2025","PO-000909","P-0143","Xerox Toner Model 502","Office","Toner","200","szt.","590.44","118088.0","TechParts Ltd","2.90%","produkcjne","Q1","1360.26","2/11/2025","2/8/2025","-3","EUR","tak",""
"10/29/2024","PO-000910","P-0341","Profim Office chairs Model 501","Office","Office chairs","200","szt.","2282.4","456480.0","ITDistrib Sp. z o.o.","4.58%","produkcjne","Q4","6000.0","11/7/2024","11/7/2024","0","PLN","tak",""
"6/24/2025","PO-000911","P-0015","BIC Pens 103","Office","Pens","10","szt.","1-Dec","11-Feb","TechParts Sp. z o.o.","0.00%","ramowe","Q2","0.17","6/28/2025","6/28/2025","0","PLN","tak",""
"7/8/2025","PO-000912","P-0179","Canon Printers 347","IT","Printers","20","szt.","1199.8","23996.0","IndustrialCo BV","1.91%","katalogowe","Q3","32.69","7/9/2025","7/9/2025","0","EUR","nie",""
"11/24/2023","PO-000913","P-0063","Ardon Workwear 121","BHP","Workwear","10","szt.","738.94","7389.4","EuroSupply Sp. z o.o.","1.37%","ofertowe","Q4","387.01","12/8/2023","12/8/2023","0","PLN","nie",""
"4/23/2025","PO-000914","P-0055","Mann Filters Model 376","Automotive","Filters","100","szt.","295.83","29583.0","EuroSupply SARL","4.57%","produkcjne","Q2","1100.46","5/3/2025","5/3/2025","0","EUR","tak",""
"7/5/2025","PO-000915","P-0342","Bosch Filters 532","Automotive","Filters","5","szt.","297.44","1487.2","ProMech Sp. z o.o.","4.57%","produkcjne","Q3","89.72","7/9/2025","7/7/2025","-2","PLN","tak",""
"11/30/2024","PO-000916","P-0323","SKF Bearings Model 701","Automotive","Bearings","2","szt.","247.99","495.98","IndustrialCo Sp. z o.o.","2.63%","katalogowe","Q4","6-Jan","12/9/2024","12/9/2024","0","PLN","nie",""
"8/23/2024","PO-000917","P-0187","Ansell Gloves Model 531","BHP","Gloves","5","para","57.07","285.35","PaperMax Sp. z o.o.","1.90%","awaryjne","Q3","35.02","9/5/2024","9/5/2024","0","PLN","nie",""
"2/2/2025","PO-000918","P-0068","Wurth Screws 207","Production","Screws","1","szt.","0.73","0.73","PaperMax SARL","1.70%","produkcjne","Q1","0.04","2/6/2025","2/6/2025","0","EUR","nie",""
"4/30/2024","PO-000919","P-0052","LG Monitors 200","IT","Monitors","200","szt.","2691.63","538326.0","PaperMax GmbH","0.00%","ramowe","Q2","6000.0","5/7/2024","5/7/2024","0","EUR","tak",""
"2/22/2025","PO-000920","P-0023","Mahle Filters 477","Automotive","Filters","2","szt.","136.86","273.72","AutoServ Sp. z o.o.","0.00%","katalogowe","Q1","18-Sep","2/27/2025","2/27/2025","0","PLN","nie",""
"11/13/2023","PO-000921","P-0156","Milwaukee Tools 450","Production","Tools","1","szt.","835.88","835.88","ITDistrib BV","4.59%","produkcjne","Q4","23.44","11/19/2023","11/19/2023","0","EUR","tak",""
"5/2/2025","PO-000922","P-0003","Papyrus Paper Model 522","Office","Paper","100","op.","50.58","5058.0","AutoServ Sp. z o.o.","4.23%","produkcjne","Q2","39.08","5/8/2025","5/14/2025","6","PLN","nie",""
"10/12/2024","PO-000923","P-0247","Castrol Oils 668L","Automotive","Oils","20","L","100.55","2011.0","LogiTrans BV","0.00%","ofertowe","Q4","65.35","10/16/2024","10/16/2024","0","EUR","nie",""
"2/7/2025","PO-000924","P-0229","Stabilo Pens 452","Office","Pens","5","szt.","Mar-13","15.65","AutoServ Sp. z o.o.","0.00%","katalogowe","Q1","0.21","2/13/2025","2/13/2025","0","PLN","nie",""
"1/6/2025","PO-000925","P-0268","Milwaukee Tools 314","Production","Tools","200","szt.","1417.87","283574.0","EuroSupply GmbH","4.36%","produkcjne","Q1","2131.12","1/9/2025","1/9/2025","0","EUR","nie",""
"4/30/2025","PO-000926","P-0234","Microsoft Software 771","IT","Software","10","licencja","8467.6","84676.0","AutoServ Sp. z o.o.","3.64%","produkcjne","Q2","2996.94","5/3/2025","5/3/2025","0","PLN","nie",""
"4/1/2024","PO-000927","P-0186","Siemens Motors 526","Production","Motors","100","szt.","1805.8","180580.0","LogiTrans S.r.l.","0.00%","ofertowe","Q2","5178.27","4/10/2024","4/10/2024","0","EUR","nie",""
"1/17/2025","PO-000928","P-0088","Papyrus Paper 539 op.","Office","Paper","20","op.","28.22","564.4","TechParts Sp. z o.o.","3.60%","produkcjne","Q1","34.38","1/21/2025","1/25/2025","4","PLN","tak",""
"3/12/2025","PO-000929","P-0255","LG Monitors 764","IT","Monitors","2","szt.","2040.16","4080.32","AutoServ Sp. z o.o.","2.44%","produkcjne","Q1","82.64","3/16/2025","3/22/2025","6","PLN","tak",""
"5/7/2025","PO-000930","P-0113","3M Helmets 708","BHP","Helmets","50","szt.","155.19","7759.5","IndustrialCo SARL","3.33%","ofertowe","Q2","328.34","5/22/2025","5/25/2025","3","EUR","nie",""
"1/24/2025","PO-000931","P-0306","Xerox Toner 349","Office","Toner","2","szt.","569.34","1138.68","LogiTrans Sp. z o.o.","4.57%","produkcjne","Q1","May-96","2/1/2025","2/1/2025","0","PLN","tak",""
"11/16/2024","PO-000932","P-0149","Helly Hansen Workwear 802","BHP","Workwear","10","szt.","106.51","1065.1","OfficeLine S.r.l.","4.58%","produkcjne","Q4","64.48","11/27/2024","11/27/2024","0","EUR","tak",""
"9/22/2025","PO-000933","P-0286","Dell Monitors 193","IT","Monitors","100","szt.","987.62","98762.0","LogiTrans Sp. z o.o.","0.00%","awaryjne","Q3","1733.7","9/26/2025","9/27/2025","1","PLN","nie",""
"3/6/2024","PO-000934","P-0328","Pepperl+Fuchs Sensors 724","Production","Sensors","5","szt.","1326.77","6633.85","LogiTrans SARL","4.55%","produkcjne","Q1","313.32","3/11/2024","3/11/2024","0","EUR","tak",""
"11/9/2023","PO-000935","P-0249","Brother Toner Model 775","Office","Toner","20","szt.","373.66","7473.2","EuroSupply Sp. z o.o.","4.38%","katalogowe","Q4","264.79","11/21/2023","11/29/2023","8","PLN","nie",""
"3/23/2024","PO-000936","P-0019","Adobe Software 759","IT","Software","5","licencja","9225.29","46126.45","PaperMax Sp. z o.o.","2.66%","produkcjne","Q1","507.59","4/3/2024","3/31/2024","-3","PLN","nie",""
"10/6/2024","PO-000937","P-0204","Honeywell Safety glasses 178","BHP","Safety glasses","50","szt.","86.32","4316.0","SafeGear Sp. z o.o.","2.25%","produkcjne","Q4","250.75","10/18/2024","10/18/2024","0","PLN","tak",""
"12/22/2023","PO-000938","P-0134","HP Laptops 911","IT","Laptops","2","szt.","11744.89","23489.78","OfficeLine Sp. z o.o.","1.99%","produkcjne","Q4","835.11","12/27/2023","12/24/2023","-3","PLN","tak",""
"11/29/2024","PO-000939","P-0086","Siemens Motors 957","Production","Motors","100","szt.","3160.87","316087.0","AutoServ Sp. z o.o.","4.27%","ramowe","Q4","1144.07","12/5/2024","12/5/2024","0","PLN","tak",""
"11/25/2023","PO-000940","P-0182","Castrol Oils 265L","Automotive","Oils","10","L","141.34","1413.4","AutoServ Sp. z o.o.","2.49%","produkcjne","Q4","13.89","12/1/2023","12/1/2023","0","PLN","tak",""
"8/11/2024","PO-000941","P-0077","Milwaukee Tools 349","Production","Tools","10","szt.","1672.74","16727.4","EuroSupply GmbH","1.53%","produkcjne","Q3","174.61","8/16/2024","8/16/2024","0","EUR","nie",""
"1/15/2025","PO-000942","P-0127","Wurth Screws Model 509","Production","Screws","2","szt.","0.35","0.7","PaperMax Sp. z o.o.","4.50%","produkcjne","Q1","0.03","1/20/2025","1/23/2025","3","PLN","tak",""
"7/16/2024","PO-000943","P-0111","Stabilo Pens Model 371","Office","Pens","1","szt.","Jan-62","Jan-62","LogiTrans Sp. z o.o.","0.00%","katalogowe","Q3","0.17","7/17/2024","7/17/2024","0","PLN","nie",""
"8/3/2025","PO-000944","P-0242","3M Safety glasses Model 346","BHP","Safety glasses","100","szt.","117.57","11757.0","PaperMax BV","4.54%","produkcjne","Q3","311.34","8/14/2025","8/14/2025","0","EUR","tak",""
"8/8/2024","PO-000945","P-0106","Milwaukee Tools 577","Production","Tools","5","szt.","971.87","4859.35","PaperMax Sp. z o.o.","1.57%","ramowe","Q3","70.66","8/21/2024","8/21/2024","0","PLN","nie",""
"10/16/2025","PO-000946","P-0304","Bosch Filters 223","Automotive","Filters","20","szt.","115.99","2319.8","IndustrialCo Sp. z o.o.","0.00%","ramowe","Q4","98.78","10/25/2025","10/25/2025","0","PLN","tak",""
"5/21/2024","PO-000947","P-0206","Uvex Safety glasses 886","BHP","Safety glasses","10","szt.","31.64","316.4","ITDistrib Sp. z o.o.","0.00%","katalogowe","Q2","14.98","5/30/2024","5/30/2024","0","PLN","nie",""
"1/4/2025","PO-000948","P-0206","Uvex Safety glasses 886","BHP","Safety glasses","20","szt.","31.86","637.2","OfficeLine S.r.l.","1.19%","produkcjne","Q1","48.08","1/16/2025","1/16/2025","0","EUR","tak",""
"7/6/2025","PO-000949","P-0167","Profim Office chairs 367","Office","Office chairs","2","szt.","2335.81","4671.62","AutoServ Sp. z o.o.","2.24%","produkcjne","Q3","127.22","7/11/2025","7/15/2025","4","PLN","tak",""
"10/6/2024","PO-000950","P-0287","Uvex Safety glasses Model 318","BHP","Safety glasses","10","szt.","116.19","1161.9","AutoServ Sp. z o.o.","2.79%","ofertowe","Q4","61.58","10/13/2024","10/13/2024","0","PLN","nie",""
"7/23/2025","PO-000951","P-0340","HP Toner Model 839","Office","Toner","50","szt.","655.49","32774.5","IndustrialCo Sp. z o.o.","1.92%","produkcjne","Q3","625.47","8/2/2025","8/2/2025","0","PLN","nie",""
"3/25/2025","PO-000952","P-0306","Xerox Toner 349","Office","Toner","5","szt.","468.79","2343.95","LogiTrans Sp. z o.o.","2.83%","produkcjne","Q1","149.77","3/28/2025","3/28/2025","0","PLN","tak",""
"7/29/2025","PO-000953","P-0035","Nowy Styl Office chairs 420","Office","Office chairs","2","szt.","1286.77","2573.54","ITDistrib Sp. z o.o.","0.00%","katalogowe","Q3","8-Mar","8/12/2025","8/12/2025","0","PLN","nie",""
"3/8/2025","PO-000954","P-0342","Bosch Filters 532","Automotive","Filters","1","szt.","287.87","287.87","ProMech Sp. z o.o.","0.00%","ramowe","Q1","19.47","3/15/2025","3/15/2025","0","PLN","tak",""
"11/2/2024","PO-000955","P-0263","Adobe Software 132","IT","Software","10","licencja","11287.22","112872.2","SafeGear Sp. z o.o.","0.00%","awaryjne","Q4","6000.0","11/13/2024","11/11/2024","-2","PLN","nie",""
"3/24/2024","PO-000956","P-0303","Stabilo Pens 561","Office","Pens","100","szt.","2-Mar","230.0","AutoServ SARL","0.00%","awaryjne","Q1","May-59","4/8/2024","4/8/2024","0","EUR","nie","urgent"
"7/30/2024","PO-000957","P-0280","SKF Bearings Model 346","Automotive","Bearings","200","szt.","60.7","12140.0","AutoServ Sp. z o.o.","0.00%","katalogowe","Q3","320.99","8/9/2024","8/9/2024","0","PLN","nie",""
"10/10/2024","PO-000958","P-0341","Profim Office chairs Model 501","Office","Office chairs","10","szt.","2276.23","22762.3","ITDistrib Sp. z o.o.","4.57%","produkcjne","Q4","690.94","10/19/2024","10/18/2024","-1","PLN","tak",""
"8/21/2025","PO-000959","P-0003","Papyrus Paper Model 522","Office","Paper","20","op.","52.05","1041.0","EuroSupply Sp. z o.o.","4.58%","ramowe","Q3","67.13","9/1/2025","9/1/2025","0","PLN","nie",""
"11/3/2024","PO-000960","P-0204","Honeywell Safety glasses 178","BHP","Safety glasses","200","szt.","85.4","17080.0","SafeGear Sp. z o.o.","3.46%","produkcjne","Q4","281.79","11/15/2024","11/15/2024","0","PLN","tak",""
"9/26/2025","PO-000961","P-0282","3M Safety glasses 493","BHP","Safety glasses","1","szt.","181.24","181.24","IndustrialCo SARL","1.16%","produkcjne","Q3","Sep-67","10/8/2025","10/15/2025","7","EUR","tak",""
"6/16/2024","PO-000962","P-0102","Bosch Engine parts 699","Automotive","Engine parts","1","szt.","2500.06","2500.06","ProMech Sp. z o.o.","1.82%","produkcjne","Q2","87.86","6/24/2024","6/24/2024","0","PLN","tak",""
"10/24/2024","PO-000963","P-0252","Ardon Workwear 822","BHP","Workwear","50","szt.","973.89","48694.5","TechParts Sp. z o.o.","0.00%","ofertowe","Q4","1829.09","10/27/2024","10/27/2024","0","PLN","nie",""
"7/14/2025","PO-000964","P-0186","Siemens Motors 526","Production","Motors","5","szt.","1363.63","6818.15","OfficeLine Ltd","1.70%","produkcjne","Q3","204.83","7/24/2025","7/24/2025","0","EUR","tak",""
"3/20/2025","PO-000965","P-0082","Makita Tools 948","Production","Tools","50","szt.","1028.22","51411.0","ITDistrib GmbH","2.48%","produkcjne","Q1","1204.74","3/23/2025","3/23/2025","0","EUR","tak",""
"11/25/2023","PO-000966","P-0055","Mann Filters Model 376","Automotive","Filters","20","szt.","282.92","5658.4","EuroSupply SARL","2.32%","produkcjne","Q4","98.64","12/2/2023","12/2/2023","0","EUR","tak",""
"1/2/2024","PO-000967","P-0295","NTN Bearings 237","Automotive","Bearings","2","szt.","111.42","222.84","IndustrialCo Sp. z o.o.","0.00%","awaryjne","Q1","24.75","1/6/2024","1/6/2024","0","PLN","nie",""
"8/22/2024","PO-000968","P-0215","Microsoft Software 204","IT","Software","100","licencja","20172.55","2017255.0","EuroSupply S.r.l.","0.00%","ofertowe","Q3","6000.0","8/26/2024","8/26/2024","0","EUR","nie",""
"1/20/2024","PO-000969","P-0341","Profim Office chairs Model 501","Office","Office chairs","5","szt.","2184.68","10923.4","ITDistrib Sp. z o.o.","2.15%","produkcjne","Q1","264.44","1/30/2024","1/30/2024","0","PLN","tak",""
"9/23/2025","PO-000970","P-0037","Mann Filters 571","Automotive","Filters","10","szt.","154.8","1548.0","ProMech Sp. z o.o.","3.24%","produkcjne","Q3","57.16","10/2/2025","10/2/2025","0","PLN","tak",""
"8/26/2024","PO-000971","P-0324","Brother Toner Model 570","Office","Toner","5","szt.","760.22","3801.1","LogiTrans Ltd","0.00%","awaryjne","Q3","124.57","9/5/2024","9/5/2024","0","EUR","nie",""
"3/28/2024","PO-000972","P-0243","SICK Sensors Model 802","Production","Sensors","10","szt.","942.52","9425.2","AutoServ Sp. z o.o.","2.53%","produkcjne","Q1","323.42","4/2/2024","4/2/2024","0","PLN","tak",""
"12/28/2023","PO-000973","P-0213","Bosch Filters 747","Automotive","Filters","200","szt.","209.66","41932.0","PaperMax GmbH","1.41%","produkcjne","Q4","842.54","1/9/2024","1/9/2024","0","EUR","tak",""
"8/1/2024","PO-000974","P-0148","REX Screws Model 462","Production","Screws","100","szt.","Jan-59","159.0","AutoServ GmbH","3.63%","produkcjne","Q3","15-Feb","8/10/2024","8/13/2024","3","EUR","tak",""
"6/20/2025","PO-000975","P-0348","Helly Hansen Workwear Model 871","BHP","Workwear","1","szt.","392.8","392.8","PaperMax S.r.l.","0.00%","katalogowe","Q2","40.95","6/24/2025","6/30/2025","6","EUR","nie",""
